Soil Type,Soil depth(cm),ph,Bulk density Gm/cc,Ec (dsm-1),Organic carbon (%),Soil moisture retention  (%),Available water capacity(m/m), Infiltration rate cm/hr, Clay %, Crops to be taken
Shallow soil,29,7.9,1.5,0.7,0.3,28,0.1,10,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,30,8,1.5,0.7,0.3,28,0.1,10,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,15,7.9,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,16,8,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,17,8.1,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,18,8.2,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,19,8.3,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,20,8.4,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,21,8.5,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,22,7.9,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,23,8,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,24,8.1,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,25,8.2,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,26,8.3,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,27,8.4,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,28,8.5,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,29,7.9,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,30,8,1.5,0.7,0.3,28,0.1,10.4,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,15,7.9,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,16,8,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,17,8.1,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,18,8.2,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,19,8.3,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,20,8.4,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,21,8.5,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,22,7.9,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,23,8,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,24,8.1,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,25,8.2,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,26,8.3,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,27,8.4,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,28,8.5,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,29,7.9,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,30,8,1.5,0.7,0.3,28,0.1,10.8,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,15,7.9,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,16,8,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,17,8.1,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,18,8.2,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,19,8.3,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,20,8.4,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,21,8.5,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,22,7.9,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,23,8,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,24,8.1,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,25,8.2,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,26,8.3,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,27,8.4,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,28,8.5,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,29,7.9,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,30,8,1.5,0.7,0.3,28,0.1,11.2,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,15,7.9,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,16,8,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,17,8.1,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,18,8.2,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,19,8.3,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,20,8.4,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,21,8.5,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,22,7.9,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,23,8,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,24,8.1,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,25,8.2,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,26,8.3,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,27,8.4,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,28,8.5,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,29,7.9,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Shallow soil,30,8,1.5,0.7,0.3,28,0.1,11.6,34,Pearlmillet Basil Blackgram Sorghum
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,3,5.3,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,4,5.4,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,5,5.5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,6,5.6,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,7,5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,8,5.1,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,9,5.2,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,10,5.3,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,11,5.4,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,12,5.5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,13,5.6,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,14,5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,15,5.1,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,16,5.2,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,17,5.3,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,18,5.4,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,19,5.5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,20,5.6,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,21,5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,22,5.1,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,23,5.2,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,24,5.3,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,25,5.4,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,26,5.5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,27,5.6,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,28,5,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,29,5.1,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,30,5.2,1.7,0.5,0.3,25,0.06,11,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,3,5.3,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,4,5.4,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,5,5.5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,6,5.6,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,7,5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,8,5.1,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,9,5.2,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,10,5.3,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,11,5.4,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,12,5.5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,13,5.6,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,14,5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,15,5.1,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,16,5.2,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,17,5.3,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,18,5.4,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,19,5.5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,20,5.6,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,21,5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,22,5.1,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,23,5.2,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,24,5.3,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,25,5.4,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,26,5.5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,27,5.6,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,28,5,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,29,5.1,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,30,5.2,1.7,0.5,0.3,25,0.06,12,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,3,5.3,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,4,5.4,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,5,5.5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,6,5.6,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,7,5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,8,5.1,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,9,5.2,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,10,5.3,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,11,5.4,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,12,5.5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,13,5.6,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,14,5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,15,5.1,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,16,5.2,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,17,5.3,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,18,5.4,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,19,5.5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,20,5.6,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,21,5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,22,5.1,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,23,5.2,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,24,5.3,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,25,5.4,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,26,5.5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,27,5.6,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,28,5,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,29,5.1,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,30,5.2,1.7,0.5,0.3,25,0.06,13,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,3,5.3,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,4,5.4,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,5,5.5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,6,5.6,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,7,5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,8,5.1,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,9,5.2,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,10,5.3,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,11,5.4,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,12,5.5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,13,5.6,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,14,5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,15,5.1,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,16,5.2,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,17,5.3,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,18,5.4,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,19,5.5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,20,5.6,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,21,5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,22,5.1,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,23,5.2,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,24,5.3,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,25,5.4,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,26,5.5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,27,5.6,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,28,5,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,29,5.1,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,30,5.2,1.7,0.5,0.3,25,0.06,14,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,3,5.3,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,4,5.4,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,5,5.5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,6,5.6,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,7,5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,8,5.1,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,9,5.2,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,10,5.3,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,11,5.4,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,12,5.5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,13,5.6,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,14,5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,15,5.1,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,16,5.2,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,17,5.3,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,18,5.4,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,19,5.5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,20,5.6,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,21,5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,22,5.1,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,23,5.2,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,24,5.3,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,25,5.4,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,26,5.5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,27,5.6,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,28,5,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,29,5.1,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,30,5.2,1.7,0.5,0.3,25,0.06,15,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,0,5,1.7,0.5,0.3,25,0.06,16,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,1,5.1,1.7,0.5,0.3,25,0.06,16,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
Laterite soil,2,5.2,1.7,0.5,0.3,25,0.06,16,18,All vegetables Tea Coffee Rubber Coconut Cashew Avacado
